"","NAME","PROGRAM.IDENTIFIER","INSPECTION.DATE","DESCRIPTION","ADDRESS","CITY","ZIP.CODE","PHONE","LONGITUDE","LATITUDE","INSPECTION.BUSINESS.NAME","INSPECTION.TYPE","INSPECTION.SCORE","INSPECTION.RESULT","INSPECTION.CLOSED.BUSINESS","VIOLATION.TYPE","VIOLATION.DESCRIPTION","VIOLATION.POINTS","BUSINESS_ID","INSPECTION_SERIAL_NUM","VIOLATION_RECORD_ID","GRADE"
"70784","FRED MEYER INC #179","FRED MEYER #179 MEAT","10/27/2022","Meat/Sea Food - Risk Category III","13000 LAKE CITY WAY NE ","SEATTLE","98125","",-122.2923154895,47.7236970082,"FRED MEYER INC #179","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0042820","DARGMBFOI","",NA
"72040","FRELARD TAMALES LLC","FRELARD TAMALES LLC","06/16/2022","Seating 0-12 - Risk Category III","6412 LATONA AVE NE","SEATTLE","98115","(206) 370-9296",-122.325257,47.675666,"FRELARD TAMALES LLC","Routine Inspection/Field Review",10,"Unsatisfactory","false","RED","0600 - Adequate handwashing facilities",10,"PR0083911","DA4D2KAIO","IVANM9VS9",2
"72050","FRELLARD PIZZA COMPANY","FRELLARD PIZZA COMPANY","06/14/2022","Seating 13-50 - Risk Category III","4010 LEARY WAY NW","SEATTLE","98107","(206) 588-0030",-122.36183005,47.656369,"FRELLARD PIZZA COMPANY","Routine Inspection/Field Review",10,"Satisfactory","false","BLUE","4100 - Warewashing facilities properly installed,...",5,"PR0084796","DAIBREM6S","IVH7RUFIS",1
"72068","FREMONT 76","FREMONT 76","10/18/2022","Seating 0-12 - Risk Category III","4600 FREMONT AVE N ","SEATTLE","98103","(206) 323-8500",-122.3496835813,47.6623739211,"FREMONT 76","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0067201","DA0E7FLQG","",1
"72137","FREMONT BOWL","FREMONT BOWL","10/28/2022","Seating 13-50 - Risk Category III","4258 FREMONT AVE N STE #4262","SEATTLE","98103","(425) 679-9412",-122.34973392,47.65899513,"FREMONT BOWL","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0081518","DA3EWNIU0","",1
"72177","FREMONT BREWING COMPANY","FREMONT BREWING COMPANY","10/26/2022","Seating 51-150 - Risk Category I","3409 Woodland Park AVE N","SEATTLE","98103","(206) 300-9337",-122.34437752,47.64919038,"FREMONT BREWING COMPANY","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0084329","DAAJMW0DW","",1
"72187","FREMONT COFFEE LLC","FREMONT COFFEE LLC","10/07/2022","Seating 13-50 - Risk Category II","459 N 36TH ST","SEATTLE","98103","(509) 449-1253",-122.3530516687,47.651666067,"FREMONT COFFEE LLC","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0068987","DAKHVI16O","",1
"72194","Fremont Shell","Fremont Shell","10/18/2022","Seating 0-12 - Risk Category III","4605 Fremont AVE N","Seattle","98103","(425) 478-9865",-122.35043623,47.66238438,"Fremont Shell","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0090197","DAGWSNGMF","",1
"72308","Fresh Deli & Mart","Fresh Deli & Mart","06/01/2022","Seating 13-50 - Risk Category III","209 YALE AVE N ","SEATTLE","98109","(206) 949-0206",-122.3306979335,47.6199064671,"Fresh Deli & Mart","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0076745","DAZ4DCQJH","",1
"72323","FRESH FISH COMPANY","FRESH FISH COMPANY","04/04/2022","Meat/Sea Food - Risk Category III","2364 NW 80TH ST ","SEATTLE","98117","(206) 789-0826",-122.3873111354,47.6869631652,"FRESH FISH COMPANY","Consultation/Education - Field",0,"Complete","false","","",0,"PR0011208","DACG0YDBR","",NA
"72383","FRESH FRUIT JUICE & BUBBLE TEA","FRESH FRUIT JUICE & BUBBLE TEA","07/05/2022","Seating 0-12 - Risk Category II","1043 S JACKSON ST #102","SEATTLE","98104","(206) 331-6131",-122.31777709,47.59892502,"FRESH FRUIT JUICE & BUBBLE TEA","Routine Inspection/Field Review",15,"Unsatisfactory","false","BLUE","3100 - Proper labeling, signage",5,"PR0084727","DAFIVMUR2","IVMAJW6AW",2
"72432","FRESHY'S","FRESHY'S","07/26/2022","Seating 13-50 - Risk Category III","2735 CALIFORNIA AVE SW ","Seattle","98116","",-122.3868534925,47.5784047009,"FRESHY'S","Consultation/Education - Field",0,"Complete","false","","",0,"PR0029164","DASIMHFO6","",2
"72504","FREYA","FREYA CAFE","05/18/2022","Seating 13-50 - Risk Category III","2655 NW MARKET ST","SEATTLE","98107","(206) 789-5707",-122.39201648,47.66845396,"FREYA","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0087513","DAYL5SYO3","",1
"72505","FREYA BAKERY & CAFE","FREYA BAKERY & CAFE","05/11/2022","Seating 13-50 - Risk Category II","1426 WESTERN AVE","SEATTLE","98101","(206) 334-1198",-122.34066111,47.60820754,"FREYA BAKERY & CAFE","Routine Inspection/Field Review",10,"Unsatisfactory","false","RED","1500 - Proper handling of pooled eggs",5,"PR0087925","DA3O1SJHL","IVF0YVKZJ",2
"72507","FRIENDLY FOOD MART","FRIENDLY FOOD MART","11/30/2022","Grocery Store-no seating - Risk Category I","10500 GREENWOOD AVE N ","Seattle","98133","(425) 745-8059",-122.3549219697,47.7053157189,"FRIENDLY FOOD MART","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0011183","DAT6VDIVO","",NA
"72529","FRIENDS OF RECOVERY CAFE","FRIENDS OF RECOVERY CAFE","07/21/2022","Non-Profit Institution - Risk Category III","4202 6TH AVE S","SEATTLE","98108","(206) 374-8731",-122.32628665,47.56576725,"FRIENDS OF RECOVERY CAFE","Routine Inspection/Field Review",10,"Unsatisfactory","false","BLUE","3400 - Wiping cloths properly used, stored, proper sanitizer",5,"PR0088761","DAXHXKODC","IVUHB407Q",NA
"72534","FRIENDSHIP BBQ RESTAURANT","FRIENDSHIP BBQ RESTAURANT","07/21/2022","Seating 51-150 - Risk Category III","13520 AURORA AVE N","SEATTLE","98133","(206) 871-6081",-122.34456307,47.72748872,"FRIENDSHIP BBQ RESTAURANT","Routine Inspection/Field Review",10,"Unsatisfactory","false","RED","2110 - Proper cold holding temperatures (greater than  45 degrees F)",10,"PR0089030","DAJS8VJ3P","IVV4GBSOK",1
"72540","FROGLEGS","FROGLEGS","07/06/2022","Bakery-no seating - Risk Category II","2643 NE VILLAGE LN","SEATTLE","98105","(206) 652-8742",-122.29867107,47.66220771,"FROGLEGS","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0087608","DASX7MZRD","",NA
"72547","FROM V WITH LOVE CAKES","FROM V WITH LOVE CAKES","11/15/2022","Bakery-no seating - Risk Category II","2601 S MCCLELLAN ST","SEATTLE","98144","(206) 250-3494",-122.35574,47.62384,"FROM V WITH LOVE CAKES","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0087309","DAWDYWVT0","",NA
"72673","FUEL COFFEE","FUEL COFFEE","10/05/2022","Seating 13-50 - Risk Category III","610 19TH AVE E ","SEATTLE","98112","(206) 229-6478",-122.307096,47.624745,"FUEL COFFEE","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0071186","DAZAFXSCE","",1
"72674","FUEL COFFEE","FUEL COFFEE","05/10/2022","Seating 13-50 - Risk Category III","1705 N 45TH ST ","SEATTLE","98103","(206) 322-1058",-122.3369490418,47.6612191514,"FUEL COFFEE","Consultation/Education - Field",0,"Complete","false","","",0,"PR0076557","DABGJCBAM","",2
"72677","FUEL COFFEE #2","FUEL COFFEE #2","10/03/2022","Seating 13-50 - Risk Category III","2300 24th AVE E","SEATTLE","98112","(206) 322-1058",-122.3018369586,47.63955067,"FUEL COFFEE #2","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0076340","DAT4IMEI0","",1
"72679","FUEL SPORT GRILL","FUEL SPORT GRILL","05/24/2021","Seating 51-150 - Risk Category III","8037 15TH AVE NW ","SEATTLE","98117","(206) 276-8003",-122.3771751465,47.6879621213,"FUEL SPORT GRILL","Consultation/Education - Field",0,"Complete","false","","",0,"PR0001626","DAAKMHSRI","",1
"72680","FUJI BAKERY","FUJI BAKERY","04/19/2022","Seating 13-50 - Risk Category II","1030 ELLIOTT AVE W","SEATTLE","98119","(206) 216-3616",-122.37027,47.628294,"FUJI BAKERY","Routine Inspection/Field Review",15,"Unsatisfactory","false","BLUE","3400 - Wiping cloths properly used, stored, proper sanitizer",5,"PR0082889","DALF1SIAT","IVHZISTLS",3
"72682","FUJI BAKERY","FUJI BAKERY","01/10/2022","Seating 0-12 - Risk Category II","421 6TH AVE S","SEATTLE","98104","(206) 216-3616",-122.32653,47.59858,"FUJI BAKERY","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0077096","DA0SFY6DN","",1
"72709","FUJI SUSHI","FUJI SUSHI","02/23/2022","Seating 51-150 - Risk Category III","520 S MAIN ST ","SEATTLE","98104","(253) 223-9491",-122.3267223133,47.6002071334,"FUJI SUSHI","Routine Inspection/Field Review",30,"Unsatisfactory","false","BLUE","4100 - Warewashing facilities properly installed,...",5,"PR0004193","DAYA26GFS","IVWPERHQ2",2
"72717","FULCRUM CAFE","FULCRUM CAFE","07/07/2022","Seating 13-50 - Risk Category II","590 BELL ST","SEATTLE","98121","(425) 754-0365",-122.34263,47.61661,"FULCRUM CAFE","Return Inspection",0,"Satisfactory","false","","",0,"PR0087923","DAR59FK6J","",1
"72725","FULL CIRCLE","FULL CIRCLE","06/22/2022","Grocery Store-no seating - Risk Category I","432 S CLOVERDALE ST","SEATTLE","98108","(530) 383-3834",-122.33007188,47.5271137,"FULL CIRCLE","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0086835","DA5FOH7DH","",NA
"72728","FULL LIFE CARE","FULL LIFE CARE","08/01/2022","Non-Profit Institution - Risk Category III","4712 35TH AVE S","Seattle","98118","(206) 224-3761",-122.2884733542,47.5602060822,"FULL LIFE CARE","Routine Inspection/Field Review",5,"Satisfactory","false","BLUE","4100 - Warewashing facilities properly installed,...",5,"PR0002626","DAH3XXWXL","IVI7BAPAV",NA
"72758","FULL TILT BALLARD","FULL TILT BALLARD","09/23/2022","Seating 13-50 - Risk Category II","5453 LEARY WAY NW","SEATTLE","98107","(206) 297-3000",-122.383955505,47.6678919181,"FULL TILT BALLARD","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0081787","DAS2OQOTG","",1
"72775","FULL TILT COLUMBIA CITY","FULL TILT COLUMBIA CITY","07/19/2022","Seating 0-12 - Risk Category II","5101 RAINIER AVE S","SEATTLE","98118","(206) 255-4271",-122.283798953,47.5559557688,"FULL TILT COLUMBIA CITY","Consultation/Education - Field",0,"Complete","false","","",0,"PR0079450","DAXXE5CZ5","",1
"72804","FULL TILT ICE CREAM","FULL TILT ICE CREAM","10/19/2022","Seating 0-12 - Risk Category II","9629 16TH AVE SW A","SEATTLE","98106","(206) 963-5038",-122.3554183796,47.5165665453,"FULL TILT ICE CREAM","Routine Inspection/Field Review",10,"Unsatisfactory","false","RED","0600 - Adequate handwashing facilities",10,"PR0055479","DAA0SLYUB","IV5AW8GZY",2
"72836","FULL TILT ICE CREAM (KC297)","FULL TILT ICE CREAM (KC297)","09/15/2022","Mobile Food Unit - Risk Category II","9411 8TH AVE S #3A","SEATTLE","98108","(206) 963-5038",-122.32394846,47.51821033,"FULL TILT ICE CREAM (KC297)","Routine Inspection/Field Review",13,"Unsatisfactory","false","BLUE","4700 - Garbage, refuse properly disposed; facilities...",3,"PR0084287","DALXSZ3UK","IVKMGXZX8",NA
"72847","FULLER FOOD LLC DBA MA'ONO","FULLER FOOD LLC DBA MA'ONO","07/13/2022","Seating 13-50 - Risk Category III","2112 7TH AVE STE 3C","SEATTLE","98121","(206) 390-0716",-122.33902,47.61628,"FULLER FOOD LLC DBA MA'ONO","Consultation/Education - Field",0,"Complete","false","","",0,"PR0088710","DAAEJDPC0","",1
"72865","FUSHEN SEAFOOD CHINESE RESTAURANT","FUSHEN SEAFOOD CHINESE RESTAURANT","10/25/2022","Seating 51-150 - Risk Category III","9019 AURORA AVE N ","Seattle","98103","(206) 624-3888",-122.3449267517,47.6947301562,"FUSHEN SEAFOOD CHINESE RESTAURANT","Routine Inspection/Field Review",15,"Unsatisfactory","false","BLUE","3300 - Potential food contamination prevented during delivery,  preparation, storage, display",5,"PR0001464","DALCNA30P","IV013JEQ0",1
"72910","FUTURE PRIMITIVE BREWING (KC790)","FUTURE PRIMITIVE BREWING (KC790) @ 9832 14th AVE S SEATTLE 98106","03/07/2022","Mobile Food Unit - Risk Category III","1600 MELROSE AVE","SEATTLE","98122","(206) 819-2241",-122.32767,47.6155,"FUTURE PRIMITIVE BREWING (KC790)","Consultation/Education - Field",0,"Complete","false","","",0,"PR0088089","DASUG7TVB","",NA
"72917","G & F GROCERY","G & F GROCERY","02/02/2022","Grocery Store-no seating - Risk Category I","300 NE 65TH ST ","Seattle","98115","(206) 579-9690",-122.325401483,47.6760554421,"G & F GROCERY","Routine Inspection/Field Review",10,"Unsatisfactory","false","RED","2110 - Proper cold holding temperatures (greater than  45 degrees F)",10,"PR0002128","DAOKGWIKY","IVN70XPVK",NA
"72950","GABAGOOL","GABAGOOL","11/03/2022","Seating 151-250 - Risk Category III","1915 TERRY AVE","SEATTLE","98101","(704) 328-5090",-122.3344276,47.61655864,"GABAGOOL","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0084812","DANYKQH0C","",1
"72952","GAINSBOURG","GAINSBOURG","09/20/2022","Seating 13-50 - Risk Category III","8550 GREENWOOD AVE N ","SEATTLE","98103","(206) 781-2224",-122.3548241982,47.6914189112,"GAINSBOURG","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0064328","DANC4GQYA","",1
"72987","GALAXY RUNE","GALAXY RUNE","01/09/2020","Seating 13-50 - Risk Category III","3601 FREMONT AVE N","SEATTLE","98103","(206) 313-9776",-122.35017,47.65157,"GALAXY RUNE","Routine Inspection/Field Review",2,"Satisfactory","false","BLUE","4800 - Physical facilities properly installed,...",2,"PR0088365","DA0DIALZ5","IVYKRZRT0",1
"73009","GALOS BALLARD LLC","GALOS BALLARD LLC","08/18/2022","Seating 51-150 - Risk Category III","907 NW BALLARD WAY","SEATTLE","98107","(425) 931-5974",-122.369415,47.66259258,"GALOS BALLARD LLC","Routine Inspection/Field Review",25,"Unsatisfactory","false","BLUE","3400 - Wiping cloths properly used, stored, proper sanitizer",5,"PR0088389","DA6R6Z0HX","IVRABIKN3",2
"73021","GAMBIA AFRICAN RESTAURANT","GAMBIA AFRICAN RESTAURANT","09/15/2022","Seating 13-50 - Risk Category III","5901 RAINIER AVE S","SEATTLE","98118","(206) 919-6924",-122.277408578,47.5495699841,"GAMBIA AFRICAN RESTAURANT","Consultation/Education - Field",0,"Complete","false","","",0,"PR0067910","DATMISG0Q","",1
"73022","GAMBIA INTERNATIONAL","GAMBIA INTERNATIONAL","10/20/2022","Meat/Sea Food - Risk Category III","5903 RAINIER AVE S ","SEATTLE","98118","(206) 764-4942",-122.277459531,47.5495652794,"GAMBIA INTERNATIONAL","Routine Inspection/Field Review",25,"Unsatisfactory","false","RED","1900 - No room temperature storage; proper use of time as a control",25,"PR0077556","DAR2F4P3K","IVJAOQGPS",NA
"73112","GAMEWORKS","GAMEWORKS","09/16/2022","Seating 51-150 - Risk Category III","1511 7TH AVE ","SEATTLE","98101","(510) 209-2221",-122.334207375,47.6118525271,"GAMEWORKS","Routine Inspection/Field Review",5,"Unsatisfactory","false","RED","2300 - Proper Consumer Advisory posted for raw ...",5,"PR0049093","DAZFV5J00","IVEYL2LHN",1
"73113","GAMMA PHI BETA","GAMMA PHI BETA","05/03/2022","Seating 51-150 - Risk Category III","4529 17TH AVE NE ","Seattle","98105","(425) 641-5074",-122.3100283961,47.66211727,"GAMMA PHI BETA","Routine Inspection/Field Review",18,"Unsatisfactory","false","BLUE","3000 - Proper thawing methods used",3,"PR0001357","DAWV9R0GM","IVPXYOHD0",1
"73157","GARAGE","GARAGE","04/22/2022","Seating > 250 - Risk Category III","1130 BROADWAY AVE","SEATTLE","98122","(206) 322-2296",-122.3205170833,47.611471877,"GARAGE","Routine Inspection/Field Review",20,"Unsatisfactory","false","BLUE","4100 - Warewashing facilities properly installed,...",5,"PR0045526","DAOT8EAXZ","IVCV40BYL",1
"73163","GARAGE CAFE","GARAGE CAFE","06/27/2022","Seating 151-250 - Risk Category III","440 TERRY AVE N","SEATTLE","98109","(704) 328-5090",-122.3367599,47.62292414,"GARAGE CAFE","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0079925","DAZQECMNP","",1
"73183","GARCIA'S VIDEO","GARCIA'S VIDEO","10/05/2022","Grocery Store-no seating - Risk Category I","12335 LAKE CITY WAY NE ","SEATTLE","98125","(206) 372-6489",-122.2960855188,47.7184138832,"GARCIA'S VIDEO","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0072336","DAHDAIQC0","",NA
"73214","GARFIELD HIGH SCHOOL","GARFIELD HIGH SCHOOL / CAFETERIA","05/12/2022","School Lunch Program - Risk II","400 23RD AVE ","Seattle","98122","",-122.3018265909,47.605129333,"GARFIELD HIGH SCHOOL","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0002852","DA93XJ30O","",NA
"73253","GARLIC CRUSH","GARLIC CRUSH","11/18/2022","Seating 13-50 - Risk Category III","1417 BROADWAY ","Seattle","98122","(425) 891-9256",-122.320961,47.613623,"GARLIC CRUSH","Routine Inspection/Field Review",30,"Unsatisfactory","false","BLUE","3400 - Wiping cloths properly used, stored, sanitizer concentration",5,"PR0049125","DABTLG5IT","IVMUU65PX",2
"73361","GARZON LATINX STREET FOOD","GARZON LATINX STREET FOOD","11/30/2022","Caterer - Risk Category III","2132 1ST AVE","SEATTLE","98121","(425) 202-5840",-122.3448471,47.61261329,"GARZON LATINX STREET FOOD","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0090605","DARK9OAJY","",NA
"73362","GAS AND SMOKE  DEPOT","GAS AND SMOKE  DEPOT","03/02/2022","Grocery Store-no seating - Risk Category I","9001 DELRIDGE WAY SW ","Seattle","98106","(206) 767-3282",-122.3602218288,47.5225312711,"GAS AND SMOKE  DEPOT","Consultation/Education - Field",0,"Complete","false","","",0,"PR0049529","DAMHA4E2W","",NA
"73434","GATEWOOD ELEMENTARY","GATEWOOD ELEMENTARY","11/07/2022","School Lunch Program - Risk II","4320 SW MYRTLE ST ","Seattle","98136","",-122.3884981693,47.540250868,"GATEWOOD ELEMENTARY","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0041218","DAPCLXZAG","",NA
"73468","GATHER AND GRAZE BOX LLC","GATHER AND GRAZE BOX LLC","11/14/2022","Caterer - Risk Category III","625 S KING ST","SEATTLE","98104","(206) 355-2141",-122.32524,47.59819,"GATHER AND GRAZE BOX LLC","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0089536","DA0YHEP0F","",NA
"73525","GELATIAMO","GELATIAMO","","Seating 13-50 - Risk Category II","1400 3RD AVE ","SEATTLE","98101","(206) 751-6359",-122.3367149943,47.6089927597,"","",NA,"","","","",0,"PR0025712","","",1
"73572","GENERAL HARVEST BAKERY","GENERAL HARVEST BAKERY","05/03/2022","Seating 13-50 - Risk Category III","4401 FREMONT AVE N","SEATTLE","98103","(360) 421-4100",-122.350306,47.660339,"GENERAL HARVEST BAKERY","Consultation/Education - Field",0,"Complete","false","","",0,"PR0083218","DADZJ66UD","",1
"73598","GENERAL PORPOISE COFFEE & DOUGHNUTS","GENERAL PORPOISE COFFEE & DOUGHNUTS","04/12/2021","Seating 13-50 - Risk Category I","401 1ST AVE S","SEATTLE","98104","(206) 679-0069",-122.33447497,47.59902033,"GENERAL PORPOISE COFFEE & DOUGHNUTS","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0087353","DAB73LZ72","",1
"73601","GENERAL PORPOISE DOUGHNUTS","GENERAL PORPOISE DOUGHNUTS","09/14/2022","Seating 13-50 - Risk Category I","1020 E UNION ST","SEATTLE","98122","(206) 900-8770",-122.3188289,47.61314106,"GENERAL PORPOISE DOUGHNUTS","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0086527","DA3GZZBX0","",1
"73608","GENERAL PORPOISE DOUGHNUTS & COFFEE","GENERAL PORPOISE DOUGHNUTS & COFFEE","06/22/2022","Seating 0-12 - Risk Category II","4520 UNION BAY PL NE","SEATTLE","98105","(206) 799-9890",-122.29330028,47.66216842,"GENERAL PORPOISE DOUGHNUTS & COFFEE","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0087631","DAEFYKM8P","",1
"73612","GENESEE HILL SCHOOL","GENESEE HILL SCHOOL","11/07/2022","School Lunch Program - Risk II","5013 SW DAKOTA ST","SEATTLE","98116","(206) 252-0697",-122.396917,47.565286,"GENESEE HILL SCHOOL","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0085854","DA40UFQMH","",NA
"73623","GENESEE SHELL & MINI MART","GENESEE SHELL & MINI MART","05/02/2022","Seating 0-12 - Risk Category III","3611 S GENESEE ST ","Seattle","98118","",-122.2863964709,47.5639086588,"GENESEE SHELL & MINI MART","Consultation/Education - Field",0,"Complete","false","","",0,"PR0008320","DA3124199","",2
"73704","GENGHIS KHAN","GENGHIS KHAN","11/09/2022","Seating 13-50 - Risk Category III","82 STEWART ST ","SEATTLE","98101","(206) 407-7347",-122.3421141245,47.6098542525,"GENGHIS KHAN","Routine Inspection/Field Review",3,"Satisfactory","false","BLUE","3000 - Proper thawing methods used",3,"PR0011337","DAFKVZUFV","IVZWAUWWP",1
"73755","GEO'S CUBAN","GEO'S CUBAN","06/21/2022","Seating 0-12 - Risk Category III","9891 AURORA AVE N","SEATTLE","98103","(206) 457-5278",-122.34509608,47.70109935,"GEO'S CUBAN","Consultation/Education - Field",0,"Complete","false","","",0,"PR0090065","DAYB4LROL","",2
